order_id,order_date,powder_type,quantity_kg,unit_cost_usd,total_cost_usd,priority,industry_sector,part_complexity,order_month,order_year,order_quarter
1911,2023-11-29,Titanium Ti-6Al-4V,16.58,120.09,1991.05,High,Medical,Medium,2023-11,2023,Q4 2023
1912,2023-11-25,Aluminum AlSi10Mg,12.3,27.71,340.8,High,Automotive,Complex,2023-11,2023,Q4 2023
1913,2023-11-19,Titanium Ti-6Al-4V,15.29,139.85,2138.28,Medium,Aerospace,Medium,2023-11,2023,Q4 2023
1914,2023-11-23,Stainless Steel 316L,30.85,25.1,774.24,Medium,Automotive,Simple,2023-11,2023,Q4 2023
1915,2023-11-01,Stainless Steel 316L,29.57,21.88,647.06,Low,Aerospace,Medium,2023-11,2023,Q4 2023
1916,2023-11-28,Inconel 625,52.82,206.1,10885.96,Medium,Medical,Medium,2023-11,2023,Q4 2023
1917,2023-11-29,Cobalt Chrome CoCrMo,35.0,216.64,7582.37,Medium,Industrial,Medium,2023-11,2023,Q4 2023
1918,2023-11-25,Stainless Steel 17-4 PH,74.63,40.95,3055.81,Medium,Energy,Simple,2023-11,2023,Q4 2023
1919,2023-11-19,Stainless Steel 316L,50.37,30.24,1523.29,Low,Energy,Complex,2023-11,2023,Q4 2023
1920,2023-11-13,Hastelloy X,54.57,230.2,12561.97,High,Automotive,Simple,2023-11,2023,Q4 2023
1921,2023-11-16,Stainless Steel 316L,17.57,27.67,486.19,Medium,Industrial,Medium,2023-11,2023,Q4 2023
1922,2023-11-01,Maraging Steel 300,16.54,51.69,854.91,Medium,Aerospace,Medium,2023-11,2023,Q4 2023
1923,2023-11-12,Inconel 625,77.94,220.89,17215.89,High,Aerospace,Medium,2023-11,2023,Q4 2023
1924,2023-11-10,Cobalt Chrome CoCrMo,123.06,163.71,20146.4,Medium,Automotive,Complex,2023-11,2023,Q4 2023
1925,2023-11-25,Titanium Ti-6Al-4V,78.87,143.6,11325.98,Low,Industrial,Medium,2023-11,2023,Q4 2023
1926,2023-11-13,Aluminum AlSi10Mg,64.3,42.43,2728.04,Low,Automotive,Complex,2023-11,2023,Q4 2023
1927,2023-11-28,Titanium Ti-6Al-4V,31.48,148.81,4684.64,Low,Automotive,Medium,2023-11,2023,Q4 2023
1928,2023-11-29,Aluminum AlSi10Mg,70.95,42.55,3019.19,High,Medical,Medium,2023-11,2023,Q4 2023
1929,2023-11-27,Titanium Ti-6Al-4V,28.22,114.94,3243.68,Medium,Medical,Simple,2023-11,2023,Q4 2023
1930,2023-11-14,Titanium Ti-6Al-4V,20.43,157.09,3209.45,Medium,Medical,Complex,2023-11,2023,Q4 2023
1931,2023-11-18,Hastelloy X,12.99,182.87,2375.49,Low,Automotive,Medium,2023-11,2023,Q4 2023
1932,2023-11-24,Inconel 625,35.84,155.48,5572.35,Medium,Aerospace,Medium,2023-11,2023,Q4 2023
1933,2023-11-24,Inconel 625,33.17,201.1,6670.57,High,Energy,Simple,2023-11,2023,Q4 2023
1934,2023-11-18,Titanium Ti-6Al-4V,88.42,127.6,11282.12,Medium,Aerospace,Medium,2023-11,2023,Q4 2023
1935,2023-11-26,Aluminum AlSi10Mg,9.82,43.31,425.27,Medium,Medical,Complex,2023-11,2023,Q4 2023
1936,2023-11-20,Stainless Steel 17-4 PH,28.13,28.5,801.76,Medium,Medical,Complex,2023-11,2023,Q4 2023
1937,2023-11-29,Inconel 625,15.41,208.01,3205.45,Low,Automotive,Medium,2023-11,2023,Q4 2023
1938,2023-11-08,Inconel 625,81.43,196.73,16019.78,Medium,Energy,Complex,2023-11,2023,Q4 2023
1939,2023-11-16,Inconel 625,56.13,181.86,10207.83,Low,Automotive,Simple,2023-11,2023,Q4 2023
1940,2023-11-08,Aluminum AlSi10Mg,35.83,35.29,1264.43,High,Medical,Simple,2023-11,2023,Q4 2023
1941,2023-11-09,Titanium Ti-6Al-4V,10.79,152.96,1650.46,Low,Energy,Complex,2023-11,2023,Q4 2023
1942,2023-11-14,Cobalt Chrome CoCrMo,39.48,220.47,8704.16,Medium,Aerospace,Medium,2023-11,2023,Q4 2023
1943,2023-11-16,Stainless Steel 316L,8.82,27.43,241.93,Medium,Aerospace,Simple,2023-11,2023,Q4 2023
1944,2023-11-01,Inconel 625,34.11,226.68,7732.22,Low,Automotive,Medium,2023-11,2023,Q4 2023
1945,2023-11-13,Titanium Ti-6Al-4V,25.22,128.61,3243.44,High,Energy,Simple,2023-11,2023,Q4 2023
1946,2023-11-11,Titanium Ti-6Al-2Sn-4Zr-2Mo,35.98,160.13,5761.61,Low,Aerospace,Simple,2023-11,2023,Q4 2023
1947,2023-11-22,Titanium Ti-6Al-4V,92.21,127.65,11770.43,High,Medical,Medium,2023-11,2023,Q4 2023
1948,2023-11-22,Titanium Ti-6Al-4V,33.3,118.23,3937.02,Medium,Energy,Medium,2023-11,2023,Q4 2023
1949,2023-11-26,Inconel 625,43.27,142.74,6176.32,Medium,Industrial,Complex,2023-11,2023,Q4 2023
1950,2023-11-13,Stainless Steel 316L,45.13,37.71,1701.88,Medium,Energy,Medium,2023-11,2023,Q4 2023
1951,2023-11-24,Cobalt Chrome CoCrMo,17.16,204.62,3511.29,Low,Aerospace,Simple,2023-11,2023,Q4 2023
1952,2023-11-06,Aluminum AlSi10Mg,10.62,41.78,443.7,Low,Medical,Complex,2023-11,2023,Q4 2023
1953,2023-11-27,Titanium Ti-6Al-4V,14.6,124.37,1815.8,High,Medical,Simple,2023-11,2023,Q4 2023
1954,2023-11-15,Titanium Ti-6Al-4V,25.29,112.42,2843.19,Medium,Automotive,Medium,2023-11,2023,Q4 2023
1955,2023-11-30,Inconel 625,47.88,207.74,9946.77,Medium,Automotive,Simple,2023-11,2023,Q4 2023
1956,2023-11-05,Inconel 625,22.68,171.54,3890.56,Medium,Automotive,Complex,2023-11,2023,Q4 2023
1957,2023-11-20,Stainless Steel 17-4 PH,25.76,31.64,815.15,Medium,Aerospace,Medium,2023-11,2023,Q4 2023
1958,2023-11-18,Titanium Ti-6Al-4V,23.56,141.36,3330.34,Medium,Energy,Medium,2023-11,2023,Q4 2023
1959,2023-11-01,Aluminum AlSi10Mg,35.48,38.12,1352.53,Medium,Industrial,Medium,2023-11,2023,Q4 2023
1960,2023-11-30,Stainless Steel 17-4 PH,59.49,19.16,1139.87,Medium,Aerospace,Simple,2023-11,2023,Q4 2023
1961,2023-12-13,Aluminum AlSi10Mg,5.96,39.04,232.7,Medium,Industrial,Simple,2023-12,2023,Q4 2023
1962,2023-12-19,Titanium Ti-6Al-4V,40.39,107.09,4325.46,Medium,Medical,Simple,2023-12,2023,Q4 2023
1963,2023-12-19,Inconel 625,31.29,194.4,6082.92,High,Energy,Medium,2023-12,2023,Q4 2023
1964,2023-12-22,Stainless Steel 316L,30.83,25.84,796.49,Medium,Automotive,Simple,2023-12,2023,Q4 2023
1965,2023-12-01,Stainless Steel 316L,52.36,20.91,1094.96,Medium,Automotive,Simple,2023-12,2023,Q4 2023
1966,2023-12-03,Titanium Ti-6Al-2Sn-4Zr-2Mo,40.36,135.04,5450.21,Medium,Medical,Simple,2023-12,2023,Q4 2023
1967,2023-12-21,Stainless Steel 316L,29.49,25.54,753.07,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
1968,2023-12-14,Inconel 625,66.98,173.67,11632.28,High,Aerospace,Complex,2023-12,2023,Q4 2023
1969,2023-12-05,Titanium Ti-6Al-4V,5.0,126.92,634.59,Low,Medical,Medium,2023-12,2023,Q4 2023
1970,2023-12-28,Titanium Ti-6Al-4V,18.84,121.28,2284.92,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
1971,2023-12-15,Aluminum AlSi10Mg,52.63,37.37,1966.76,Medium,Aerospace,Complex,2023-12,2023,Q4 2023
1972,2023-12-06,Aluminum AlSi10Mg,6.77,30.02,203.22,Medium,Medical,Medium,2023-12,2023,Q4 2023
1973,2023-12-02,Stainless Steel 17-4 PH,53.29,33.37,1778.42,Medium,Automotive,Simple,2023-12,2023,Q4 2023
1974,2023-12-09,Maraging Steel 300,49.81,32.58,1622.6,High,Energy,Medium,2023-12,2023,Q4 2023
1975,2023-12-13,Stainless Steel 316L,19.76,28.03,553.9,Medium,Industrial,Medium,2023-12,2023,Q4 2023
1976,2023-12-11,Aluminum AlSi10Mg,16.5,28.87,476.27,High,Medical,Simple,2023-12,2023,Q4 2023
1977,2023-12-07,Titanium Ti-6Al-4V,39.24,110.45,4334.02,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
1978,2023-12-15,Cobalt Chrome CoCrMo,11.41,189.95,2167.32,Medium,Automotive,Medium,2023-12,2023,Q4 2023
1979,2023-12-11,Hastelloy X,5.0,228.64,1143.19,High,Medical,Medium,2023-12,2023,Q4 2023
1980,2023-12-11,Hastelloy X,25.91,210.8,5461.81,Low,Medical,Medium,2023-12,2023,Q4 2023
1981,2023-12-25,Stainless Steel 316L,36.35,24.65,895.91,Medium,Medical,Complex,2023-12,2023,Q4 2023
1982,2023-12-29,Inconel 625,8.81,166.47,1466.63,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
1983,2023-12-13,Aluminum AlSi10Mg,75.51,40.39,3049.86,Medium,Medical,Simple,2023-12,2023,Q4 2023
1984,2023-12-09,Stainless Steel 17-4 PH,13.37,21.93,293.26,High,Aerospace,Complex,2023-12,2023,Q4 2023
1985,2023-12-25,Stainless Steel 17-4 PH,58.71,29.69,1743.36,High,Medical,Medium,2023-12,2023,Q4 2023
1986,2023-12-31,Stainless Steel 316L,16.44,33.12,544.48,Medium,Medical,Medium,2023-12,2023,Q4 2023
1987,2023-12-27,Aluminum AlSi10Mg,28.5,34.62,986.77,Medium,Industrial,Medium,2023-12,2023,Q4 2023
1988,2023-12-14,Titanium Ti-6Al-4V,65.73,123.67,8128.95,High,Automotive,Medium,2023-12,2023,Q4 2023
1989,2023-12-09,Titanium Ti-6Al-4V,39.4,146.71,5780.36,Medium,Industrial,Simple,2023-12,2023,Q4 2023
1990,2023-12-27,Cobalt Chrome CoCrMo,48.8,203.7,9940.63,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
1991,2023-12-03,Stainless Steel 17-4 PH,37.88,30.66,1161.48,Medium,Automotive,Complex,2023-12,2023,Q4 2023
1992,2023-12-16,Stainless Steel 316L,40.16,25.95,1042.34,Medium,Medical,Medium,2023-12,2023,Q4 2023
1993,2023-12-01,Inconel 625,6.03,173.18,1044.25,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
1994,2023-12-24,Stainless Steel 316L,23.6,28.7,677.29,Medium,Energy,Simple,2023-12,2023,Q4 2023
1995,2023-12-18,Titanium Ti-6Al-4V,18.4,139.41,2565.09,Medium,Aerospace,Complex,2023-12,2023,Q4 2023
1996,2023-12-02,Inconel 625,77.6,159.91,12408.7,Medium,Aerospace,Complex,2023-12,2023,Q4 2023
1997,2023-12-31,Titanium Ti-6Al-4V,11.75,118.33,1390.37,Medium,Medical,Simple,2023-12,2023,Q4 2023
1998,2023-12-12,Aluminum AlSi10Mg,13.74,29.66,407.48,Medium,Automotive,Complex,2023-12,2023,Q4 2023
1999,2023-12-08,Titanium Ti-6Al-4V,15.13,118.82,1797.81,Medium,Medical,Complex,2023-12,2023,Q4 2023
2000,2023-12-21,Titanium Ti-6Al-4V,13.31,112.95,1503.37,Medium,Energy,Medium,2023-12,2023,Q4 2023
2001,2023-12-03,Aluminum AlSi10Mg,17.4,19.17,333.48,High,Automotive,Simple,2023-12,2023,Q4 2023
2002,2023-12-25,Cobalt Chrome CoCrMo,5.0,167.02,835.1,High,Aerospace,Medium,2023-12,2023,Q4 2023
2003,2023-12-31,Stainless Steel 17-4 PH,34.23,37.47,1282.71,Medium,Aerospace,Complex,2023-12,2023,Q4 2023
2004,2023-12-21,Stainless Steel 17-4 PH,21.88,41.41,905.95,Medium,Medical,Simple,2023-12,2023,Q4 2023
2005,2023-12-02,Stainless Steel 316L,21.31,27.35,582.79,Medium,Aerospace,Simple,2023-12,2023,Q4 2023
2006,2023-12-25,Aluminum AlSi10Mg,23.85,24.37,581.3,Medium,Medical,Medium,2023-12,2023,Q4 2023
2007,2023-12-01,Cobalt Chrome CoCrMo,35.4,235.82,8348.19,Medium,Medical,Medium,2023-12,2023,Q4 2023
2008,2023-12-31,Aluminum AlSi10Mg,16.35,25.0,408.75,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
2009,2023-12-08,Stainless Steel 316L,31.42,26.7,838.88,Low,Industrial,Medium,2023-12,2023,Q4 2023
2010,2023-12-07,Aluminum AlSi10Mg,43.12,29.41,1268.25,High,Automotive,Complex,2023-12,2023,Q4 2023
2011,2023-12-27,Stainless Steel 316L,54.78,14.53,796.18,High,Automotive,Medium,2023-12,2023,Q4 2023
2012,2023-12-01,Inconel 625,34.11,205.57,7011.98,Medium,Medical,Simple,2023-12,2023,Q4 2023
2013,2023-12-20,Titanium Ti-6Al-2Sn-4Zr-2Mo,12.39,144.4,1789.11,High,Medical,Simple,2023-12,2023,Q4 2023
2014,2023-12-05,Titanium Ti-6Al-4V,47.79,117.77,5628.4,Medium,Medical,Medium,2023-12,2023,Q4 2023
2015,2023-12-08,Stainless Steel 17-4 PH,26.03,24.39,634.86,Medium,Automotive,Medium,2023-12,2023,Q4 2023
2016,2023-12-05,Cobalt Chrome CoCrMo,8.32,229.9,1912.76,Low,Medical,Simple,2023-12,2023,Q4 2023
2017,2023-12-16,Stainless Steel 316L,110.13,26.09,2873.02,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
2018,2023-12-22,Inconel 625,39.34,218.95,8613.36,Medium,Aerospace,Simple,2023-12,2023,Q4 2023
2019,2023-12-04,Inconel 625,25.17,169.1,4256.31,High,Medical,Medium,2023-12,2023,Q4 2023
2020,2023-12-19,Stainless Steel 17-4 PH,18.7,36.83,688.72,Medium,Medical,Simple,2023-12,2023,Q4 2023
2021,2023-12-31,Titanium Ti-6Al-4V,12.71,134.56,1710.25,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
2022,2023-12-07,Stainless Steel 316L,82.6,25.96,2144.26,High,Aerospace,Simple,2023-12,2023,Q4 2023
2023,2023-12-15,Aluminum AlSi10Mg,58.06,44.06,2557.94,Low,Automotive,Simple,2023-12,2023,Q4 2023
2024,2023-12-23,Titanium Ti-6Al-2Sn-4Zr-2Mo,35.73,185.5,6627.94,Medium,Energy,Medium,2023-12,2023,Q4 2023
2025,2023-12-09,Titanium Ti-6Al-4V,21.66,107.14,2320.7,High,Automotive,Medium,2023-12,2023,Q4 2023
2026,2023-12-25,Inconel 625,8.32,177.79,1479.23,Medium,Energy,Medium,2023-12,2023,Q4 2023
2027,2023-12-12,Stainless Steel 17-4 PH,48.16,30.08,1448.5,Low,Aerospace,Medium,2023-12,2023,Q4 2023
2028,2023-12-06,Cobalt Chrome CoCrMo,64.02,230.59,14762.34,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
2029,2023-12-20,Stainless Steel 17-4 PH,19.39,21.06,408.36,High,Aerospace,Complex,2023-12,2023,Q4 2023
2030,2023-12-20,Cobalt Chrome CoCrMo,56.68,179.55,10176.98,Medium,Medical,Medium,2023-12,2023,Q4 2023
2031,2023-12-31,Titanium Ti-6Al-4V,8.55,139.82,1195.45,High,Medical,Simple,2023-12,2023,Q4 2023
2032,2023-12-24,Inconel 625,12.89,185.01,2384.76,Medium,Energy,Medium,2023-12,2023,Q4 2023
2033,2023-12-23,Titanium Ti-6Al-4V,32.18,99.97,3216.9,Medium,Medical,Medium,2023-12,2023,Q4 2023
2034,2023-12-04,Nickel Alloy 718,28.67,179.96,5159.5,Low,Aerospace,Simple,2023-12,2023,Q4 2023
2035,2023-12-25,Titanium Ti-6Al-4V,25.88,104.43,2702.73,Medium,Medical,Complex,2023-12,2023,Q4 2023
2036,2023-12-27,Hastelloy X,13.46,204.05,2746.47,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
2037,2023-12-06,Aluminum AlSi10Mg,17.43,49.76,867.37,Medium,Medical,Complex,2023-12,2023,Q4 2023
2038,2023-12-31,Titanium Ti-6Al-4V,5.0,151.68,758.41,Medium,Medical,Simple,2023-12,2023,Q4 2023
2039,2023-12-10,Stainless Steel 316L,52.61,21.63,1137.71,High,Energy,Medium,2023-12,2023,Q4 2023
2040,2023-12-04,Titanium Ti-6Al-4V,52.96,138.31,7324.75,Medium,Medical,Simple,2023-12,2023,Q4 2023
2041,2023-12-19,Aluminum AlSi10Mg,47.65,37.9,1805.75,Medium,Energy,Medium,2023-12,2023,Q4 2023
2042,2023-12-01,Titanium Ti-6Al-4V,89.17,140.78,12553.49,Medium,Medical,Complex,2023-12,2023,Q4 2023
2043,2023-12-30,Cobalt Chrome CoCrMo,5.21,232.04,1208.91,Medium,Aerospace,Complex,2023-12,2023,Q4 2023
2044,2023-12-10,Stainless Steel 17-4 PH,43.86,30.61,1342.47,Medium,Medical,Complex,2023-12,2023,Q4 2023
2045,2023-12-19,Hastelloy X,17.52,199.17,3489.37,Medium,Automotive,Medium,2023-12,2023,Q4 2023
2046,2023-12-22,Inconel 625,5.0,197.17,985.84,Medium,Energy,Complex,2023-12,2023,Q4 2023
2047,2023-12-30,Inconel 625,12.87,184.22,2370.94,Low,Energy,Medium,2023-12,2023,Q4 2023
2048,2023-12-31,Hastelloy X,49.27,221.24,10900.27,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
2049,2023-12-13,Titanium Ti-6Al-4V,15.14,108.98,1649.89,Medium,Energy,Medium,2023-12,2023,Q4 2023
2050,2023-12-13,Stainless Steel 17-4 PH,41.07,26.01,1068.41,Low,Automotive,Simple,2023-12,2023,Q4 2023
2051,2023-12-31,Hastelloy X,13.51,240.13,3244.17,Medium,Medical,Simple,2023-12,2023,Q4 2023
2052,2023-12-23,Stainless Steel 17-4 PH,40.73,29.91,1218.04,Medium,Automotive,Medium,2023-12,2023,Q4 2023
2053,2023-12-07,Cobalt Chrome CoCrMo,19.83,191.0,3787.61,Low,Aerospace,Complex,2023-12,2023,Q4 2023
2054,2023-12-03,Titanium Ti-6Al-2Sn-4Zr-2Mo,28.55,176.02,5025.45,Medium,Medical,Simple,2023-12,2023,Q4 2023
2055,2023-12-19,Titanium Ti-6Al-4V,5.94,108.75,645.95,High,Medical,Medium,2023-12,2023,Q4 2023
2056,2023-12-23,Stainless Steel 316L,42.87,31.45,1348.35,High,Medical,Medium,2023-12,2023,Q4 2023
2057,2023-12-27,Inconel 625,106.44,179.28,19083.08,Low,Automotive,Medium,2023-12,2023,Q4 2023
2058,2023-12-21,Inconel 625,54.03,179.96,9723.12,High,Automotive,Medium,2023-12,2023,Q4 2023
2059,2023-12-08,Hastelloy X,93.63,218.3,20439.88,Medium,Industrial,Medium,2023-12,2023,Q4 2023
2060,2023-12-04,Maraging Steel 300,23.8,42.09,1001.7,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
2061,2023-12-23,Titanium Ti-6Al-4V,19.13,102.09,1952.94,Medium,Automotive,Simple,2023-12,2023,Q4 2023
2062,2023-12-25,Titanium Ti-6Al-4V,29.63,123.61,3662.53,Low,Aerospace,Simple,2023-12,2023,Q4 2023
2063,2023-12-10,Stainless Steel 316L,58.21,22.69,1320.6,Medium,Aerospace,Simple,2023-12,2023,Q4 2023
2064,2023-12-28,Stainless Steel 316L,15.0,28.42,426.31,Medium,Medical,Medium,2023-12,2023,Q4 2023
2065,2023-12-22,Inconel 625,32.84,180.87,5939.72,High,Aerospace,Complex,2023-12,2023,Q4 2023
2066,2023-12-20,Hastelloy X,23.81,247.84,5901.12,Medium,Medical,Medium,2023-12,2023,Q4 2023
2067,2023-12-26,Aluminum AlSi10Mg,8.18,31.09,254.31,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
2068,2023-12-04,Aluminum AlSi10Mg,28.08,20.63,579.28,Medium,Medical,Medium,2023-12,2023,Q4 2023
2069,2023-12-26,Inconel 625,20.27,203.81,4131.31,Medium,Automotive,Medium,2023-12,2023,Q4 2023
2070,2023-12-19,Aluminum AlSi10Mg,35.59,39.88,1419.45,High,Aerospace,Medium,2023-12,2023,Q4 2023
2071,2023-12-26,Inconel 625,11.37,191.85,2181.34,High,Medical,Medium,2023-12,2023,Q4 2023
2072,2023-12-02,Titanium Ti-6Al-4V,33.31,146.71,4886.8,Medium,Aerospace,Simple,2023-12,2023,Q4 2023
2073,2023-12-12,Stainless Steel 316L,15.1,22.96,346.65,Medium,Aerospace,Simple,2023-12,2023,Q4 2023
2074,2023-12-18,Nickel Alloy 718,11.24,157.17,1766.57,Medium,Aerospace,Complex,2023-12,2023,Q4 2023
2075,2023-12-14,Hastelloy X,98.43,208.02,20475.42,Low,Aerospace,Simple,2023-12,2023,Q4 2023
2076,2023-12-22,Titanium Ti-6Al-4V,19.96,116.11,2317.63,Medium,Industrial,Medium,2023-12,2023,Q4 2023
2077,2023-12-12,Aluminum AlSi10Mg,14.34,40.3,577.96,Medium,Energy,Medium,2023-12,2023,Q4 2023
2078,2023-12-03,Stainless Steel 17-4 PH,38.72,35.28,1366.23,High,Industrial,Complex,2023-12,2023,Q4 2023
2079,2023-12-17,Nickel Alloy 718,20.68,163.88,3389.05,Medium,Industrial,Medium,2023-12,2023,Q4 2023
2080,2023-12-21,Aluminum AlSi10Mg,14.16,39.74,562.67,Low,Energy,Medium,2023-12,2023,Q4 2023
2081,2023-12-11,Cobalt Chrome CoCrMo,12.31,161.73,1990.86,Medium,Medical,Medium,2023-12,2023,Q4 2023
2082,2023-12-01,Inconel 625,49.14,180.7,8879.36,High,Automotive,Complex,2023-12,2023,Q4 2023
2083,2023-12-28,Inconel 625,24.83,154.9,3846.09,High,Aerospace,Medium,2023-12,2023,Q4 2023
2084,2023-12-14,Stainless Steel 316L,19.3,13.5,260.61,Low,Aerospace,Medium,2023-12,2023,Q4 2023
2085,2023-12-27,Inconel 625,40.9,209.14,8553.91,Medium,Energy,Medium,2023-12,2023,Q4 2023
2086,2023-12-16,Inconel 625,13.16,149.96,1973.52,Medium,Aerospace,Simple,2023-12,2023,Q4 2023
2087,2023-12-04,Titanium Ti-6Al-4V,9.94,114.59,1139.02,Medium,Medical,Simple,2023-12,2023,Q4 2023
2088,2023-12-14,Maraging Steel 300,16.09,35.66,573.77,Low,Industrial,Complex,2023-12,2023,Q4 2023
2089,2023-12-31,Stainless Steel 316L,31.5,22.29,702.12,Low,Automotive,Medium,2023-12,2023,Q4 2023
2090,2023-12-12,Stainless Steel 316L,67.45,28.34,1911.65,Low,Medical,Medium,2023-12,2023,Q4 2023
2091,2023-12-21,Titanium Ti-6Al-4V,47.22,132.66,6264.08,High,Aerospace,Complex,2023-12,2023,Q4 2023
2092,2023-12-29,Titanium Ti-6Al-4V,8.59,147.71,1268.87,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
2093,2023-12-27,Titanium Ti-6Al-4V,29.24,115.28,3370.66,Low,Medical,Medium,2023-12,2023,Q4 2023
2094,2023-12-15,Titanium Ti-6Al-4V,13.51,121.69,1644.04,Medium,Aerospace,Simple,2023-12,2023,Q4 2023
2095,2023-12-23,Titanium Ti-6Al-4V,35.46,115.61,4099.57,High,Aerospace,Simple,2023-12,2023,Q4 2023
2096,2023-12-05,Stainless Steel 316L,18.18,17.26,313.76,High,Automotive,Medium,2023-12,2023,Q4 2023
2097,2023-12-14,Aluminum AlSi10Mg,10.88,42.07,457.74,Medium,Energy,Medium,2023-12,2023,Q4 2023
2098,2023-12-06,Inconel 625,25.41,185.21,4706.29,Low,Medical,Complex,2023-12,2023,Q4 2023
2099,2023-12-24,Titanium Ti-6Al-4V,22.07,144.94,3198.86,Medium,Medical,Medium,2023-12,2023,Q4 2023
2100,2023-12-17,Inconel 625,13.02,183.83,2393.45,Medium,Aerospace,Medium,2023-12,2023,Q4 2023
2101,2023-12-31,Aluminum AlSi10Mg,14.52,50.58,734.4,High,Medical,Medium,2023-12,2023,Q4 2023
2102,2023-12-21,Titanium Ti-6Al-4V,22.46,119.86,2692.14,Medium,Medical,Medium,2023-12,2023,Q4 2023
2103,2023-12-09,Stainless Steel 316L,67.37,12.59,848.01,Low,Automotive,Complex,2023-12,2023,Q4 2023
2104,2023-12-20,Aluminum AlSi10Mg,23.42,34.63,810.96,Medium,Medical,Medium,2023-12,2023,Q4 2023
2105,2024-01-26,Stainless Steel 17-4 PH,45.17,17.82,804.82,High,Medical,Medium,2024-01,2024,Q1 2024
2106,2024-01-30,Stainless Steel 316L,15.9,20.26,322.06,High,Medical,Medium,2024-01,2024,Q1 2024
2107,2024-01-18,Titanium Ti-6Al-4V,22.08,129.09,2850.41,Low,Medical,Complex,2024-01,2024,Q1 2024
2108,2024-01-25,Inconel 625,35.22,199.92,7041.31,Low,Aerospace,Simple,2024-01,2024,Q1 2024
2109,2024-01-16,Inconel 625,5.0,209.27,1046.34,Medium,Aerospace,Complex,2024-01,2024,Q1 2024
2110,2024-01-15,Titanium Ti-6Al-2Sn-4Zr-2Mo,55.05,145.41,8004.58,High,Aerospace,Medium,2024-01,2024,Q1 2024
2111,2024-01-14,Inconel 625,13.4,187.42,2511.44,High,Automotive,Simple,2024-01,2024,Q1 2024
2112,2024-01-27,Titanium Ti-6Al-4V,12.52,133.83,1675.49,High,Automotive,Medium,2024-01,2024,Q1 2024
2113,2024-01-24,Titanium Ti-6Al-4V,81.97,113.25,9282.86,Medium,Industrial,Simple,2024-01,2024,Q1 2024
2114,2024-01-19,Hastelloy X,9.68,253.6,2454.81,Medium,Aerospace,Simple,2024-01,2024,Q1 2024
2115,2024-01-09,Inconel 625,62.6,182.43,11419.81,High,Automotive,Complex,2024-01,2024,Q1 2024
2116,2024-01-11,Titanium Ti-6Al-4V,29.69,114.4,3396.68,Medium,Energy,Medium,2024-01,2024,Q1 2024
2117,2024-01-28,Cobalt Chrome CoCrMo,18.84,218.29,4112.67,Medium,Energy,Complex,2024-01,2024,Q1 2024
2118,2024-01-08,Titanium Ti-6Al-4V,16.43,92.73,1523.62,High,Aerospace,Medium,2024-01,2024,Q1 2024
2119,2024-01-27,Stainless Steel 316L,10.96,27.23,298.48,Medium,Aerospace,Simple,2024-01,2024,Q1 2024
2120,2024-01-30,Titanium Ti-6Al-4V,29.41,115.81,3406.12,Medium,Aerospace,Complex,2024-01,2024,Q1 2024
2121,2024-01-03,Stainless Steel 316L,60.42,17.97,1085.89,Medium,Energy,Medium,2024-01,2024,Q1 2024
2122,2024-01-09,Stainless Steel 316L,13.95,17.37,242.34,Medium,Automotive,Medium,2024-01,2024,Q1 2024
2123,2024-01-29,Titanium Ti-6Al-4V,18.01,98.09,1766.61,Medium,Medical,Medium,2024-01,2024,Q1 2024
2124,2024-01-15,Hastelloy X,17.74,217.86,3864.81,Medium,Aerospace,Medium,2024-01,2024,Q1 2024
2125,2024-01-08,Titanium Ti-6Al-4V,101.8,140.64,14317.16,High,Energy,Medium,2024-01,2024,Q1 2024
2126,2024-01-25,Titanium Ti-6Al-4V,22.62,116.79,2641.73,Medium,Medical,Complex,2024-01,2024,Q1 2024
2127,2024-01-15,Titanium Ti-6Al-4V,28.65,99.68,2855.8,Medium,Medical,Simple,2024-01,2024,Q1 2024
2128,2024-01-19,Inconel 625,16.79,159.06,2670.66,High,Aerospace,Medium,2024-01,2024,Q1 2024
2129,2024-01-20,Aluminum AlSi10Mg,10.15,46.08,467.69,Medium,Medical,Simple,2024-01,2024,Q1 2024
2130,2024-01-22,Titanium Ti-6Al-4V,55.99,112.99,6326.13,High,Medical,Complex,2024-01,2024,Q1 2024
2131,2024-01-13,Stainless Steel 17-4 PH,22.56,23.73,535.29,Medium,Energy,Medium,2024-01,2024,Q1 2024
2132,2024-01-11,Cobalt Chrome CoCrMo,54.94,202.51,11125.96,Low,Aerospace,Simple,2024-01,2024,Q1 2024
